dateTime,Lon,Lat,Altitude,Speed,Vspeed,Course,监测站点,峰值时间,持续时间,Leq,SEL,Lmax,flight_number,Aircraft_model,SiteLon,SiteLat,SiteAltitude,AirTemperature,BarometricPressure,RelativeHumidity,WindSpeed,Distance,timestamp
2025-03-05 21:53:15,126.1310413,45.510678,586.0,248.277626,3.0,39.349898,八里堡,21:53:28,26,62.81,70.59,72.3,ZH9771,A320,126.289,45.651,0,-4.4,1006.1,69.5,0.4,19889.445914414187,1741211595
2025-03-06 09:05:23,125.9667704,45.7213486,3143.4,493.537688,8.9,185.543979,徐家窝棚,09:05:35,42,68.86,81.16,74.8,EU1895,ARJ21,126.259,45.656,161,-4.3,1008.8,58.7,1.4,24085.84897231028,1741251923
2025-03-06 13:44:02,125.9265631,45.5840099,3653.9,552.770271,9.9,168.307158,八里堡,13:44:16,33,74.49,77.5,85.7,MU2212,A321,126.289,45.651,0,2.0,1007.3,42.4,2.0,29468.187861188613,1741268642
2025-03-06 14:18:26,126.0143973,45.5385302,2246.7,442.349326,6.4,122.400862,半岛世家,14:18:39,31,65.22,75.63,72.3,CZ6658,A359,126.279,45.631,0,1.4,1007.3,40.7,3.2,23179.121812089663,1741270706
2025-03-06 17:05:19,126.0241335,45.59672,1971.6,387.601991,9.9,94.438924,苇塘沟屯,17:05:34,36,70.24,82.28,77.2,HU7210,B789,126.279,45.661,0,-1.3,1008.2,39.5,1.1,21214.539299857453,1741280719
2025-03-06 17:05:24,125.9424759,45.5535751,2478.4,426.205051,8.6,97.022844,徐家窝棚,17:05:58,36,62.14,66.91,78.4,HU7210,B789,126.259,45.656,161,-1.3,1008.2,39.6,1.0,27294.855905828248,1741280724
2025-03-06 17:21:20,125.9432835,45.7154442,3517.7,543.023903,11.0,169.350435,苇塘沟屯,17:21:36,40,73.2,85.99,79.4,HU7326,A333,126.279,45.661,0,-1.9,1008.2,40.8,0.4,27079.156863913217,1741281680
2025-03-06 19:08:04,126.1551332,45.6080358,1858.8,407.457677,8.3,156.497382,徐家窝棚,19:08:18,26,55.55,55.55,84.4,JR1508,B738,126.259,45.656,161,-4.4,1008.5,48.5,0.4,9845.0752913271,1741288084
2025-03-06 19:28:35,125.7442966,45.7134854,4155.4,598.334812,10.2,209.214031,半岛世家,19:28:50,27,66.43,80.23,71.1,CZ8760,A321NEO,126.279,45.631,0,-4.9,1008.5,52.4,0.1,42876.04827428543,1741289315
2025-03-06 20:00:01,126.2129543,45.5221206,2399.8,445.482781,7.4,100.60034,厢白头屯,20:00:25,29,64.46,64.46,74.5,EU1882,ARJ21,126.181,45.535,0,-5.0,1008.6,56.4,0.1,3747.307535704848,1741291201
2025-03-06 20:05:13,126.0403396,45.6649016,2584.5,462.966505,8.0,209.812638,八里堡,20:05:28,27,62.76,67.53,71.9,3U3158,A321NEO,126.289,45.651,0,-5.1,1008.6,56.8,0.1,19616.8082609616,1741291513
2025-03-07 08:39:57,125.966781,45.369579,3426.3,544.376364,8.3,219.339663,林场村,08:40:14,36,66.68,79.24,72.2,CZ6657,A321,126.323,45.682,0,-3.7,1005.7,57.0,3.4,44642.086867982245,1741336797
2025-03-07 09:01:51,126.1664835,45.5405325,2146.8,453.025514,9.4,198.217946,厢白头屯,09:02:05,31,60.13,60.13,73.5,ZH9628,B738,126.181,45.535,0,-2.0,1005.5,50.9,3.1,2504.5876365385475,1741338111
2025-03-07 10:46:29,126.3050827,45.7000438,812.3,292.210872,1.7,245.178715,八里堡,10:46:43,31,60.2,60.2,82.3,G54253,A320,126.289,45.651,0,1.6,1004.2,36.5,3.3,5652.179042910052,1741344389
2025-03-07 14:19:12,126.1622785,45.682386,1484.0,360.167811,4.0,143.879532,西下坎,14:19:26,31,63.36,73.78,71.9,DR6545,B738,126.298,45.671,0,4.4,1000.0,32.9,0.8,10754.072582301196,1741357152
2025-03-07 14:25:16,126.1550037,45.6515393,916.6,354.157945,6.9,159.399789,西下坎,14:25:38,35,61.38,68.37,78.9,MU5198,A320NEO,126.298,45.671,0,4.3,1000.0,32.7,1.2,11390.073622904723,1741357516
2025-03-07 14:56:36,125.9399777,45.6925401,3762.7,524.673257,7.0,203.715139,农丰满族锡伯族镇中心学校,14:56:50,31,63.53,66.54,71.4,EU2304,A321,126.12,45.5,0,4.1,1000.0,35.6,2.6,25880.109365084674,1741359396
2025-03-07 15:24:52,126.1295091,45.6112797,1469.1,377.398445,9.0,198.725754,林场村,15:25:05,39,67.18,79.48,73.1,HU7209,B789,126.323,45.682,0,4.0,999.6,33.7,1.9,17073.976114378085,1741361092
2025-03-07 15:25:26,126.2539865,45.5724443,1519.8,366.714361,4.7,264.523878,西下坎,15:25:39,32,66.06,76.47,74.2,HU7209,B789,126.298,45.671,0,4.0,999.6,33.7,2.1,11580.633431897162,1741361126
2025-03-07 15:25:57,126.2783578,45.6057782,1603.0,365.031458,4.2,300.847045,八里堡,15:26:12,33,68.38,80.14,74.8,HU7209,B789,126.289,45.651,0,4.0,999.6,33.7,2.5,5341.055014386303,1741361157
2025-03-07 15:55:05,125.9278868,45.5696496,1770.8,419.658513,2.6,155.359671,林场村,15:55:14,33,66.71,79.5,72.3,HU7325,A333,126.323,45.682,0,3.6,999.6,29.0,1.9,33298.183936324705,1741362905
2025-03-07 15:55:35,126.1967236,45.5696519,758.5,372.857835,7.4,219.402955,八里堡,15:55:49,31,64.18,70.21,74.0,HU7325,A333,126.289,45.651,0,3.6,999.6,29.2,2.1,11582.25507111099,1741362935
2025-03-07 15:58:36,125.9914313,45.5454626,1985.2,460.142575,7.7,158.703648,厢白五屯,15:58:51,35,67.27,78.41,75.4,CZ3914,B788,126.186,45.564,0,3.7,999.6,30.3,1.6,15461.785807650238,1741363116
2025-03-07 15:59:01,126.0334867,45.527562,1886.0,449.272113,8.6,167.23248,厢白头屯,15:59:27,52,73.09,76.1,83.3,CZ3914,B788,126.181,45.535,0,3.7,999.6,30.3,1.3,11707.1987209581,1741363141
2025-03-07 16:11:41,126.2294995,45.6183434,1001.0,330.695834,4.6,185.478074,厢白头屯,16:11:55,32,62.65,65.66,72.4,HO1180,A321NEO,126.181,45.535,0,3.5,999.6,30.2,1.3,10057.40778748032,1741363901
2025-03-07 19:12:47,125.9666747,45.617733,3225.0,515.040044,8.7,154.418397,苇塘沟屯,19:13:03,33,74.77,84.77,82.9,MF8805,B738,126.279,45.661,0,0.9,999.0,42.0,3.0,25035.56454655353,1741374767
2025-03-07 21:38:49,126.0362573,45.7536171,3197.7,450.293061,10.9,157.182454,立功村,21:39:03,28,67.79,78.93,74.5,GS7920,EMB195,126.274,45.63,0,0.5,998.0,40.2,2.2,23284.99464450817,1741383529
2025-03-07 21:38:59,126.1656881,45.656147,1239.3,335.796597,8.7,78.115513,半岛世家,21:39:12,27,68.14,76.59,76.1,GS7920,EMB195,126.279,45.631,0,0.5,998.0,40.2,2.2,9348.717178242972,1741383539
2025-03-07 21:39:10,126.0687905,45.7203018,2449.3,406.875661,8.5,129.24143,八里堡,21:39:23,28,67.36,79.66,72.4,GS7920,EMB195,126.289,45.651,0,0.5,998.0,40.2,2.3,18966.81953480932,1741383550
2025-03-07 21:39:19,126.0462559,45.6698111,2255.9,421.121803,10.2,102.008813,苇塘沟屯,21:39:33,27,70.34,82.64,76.1,GS7920,EMB195,126.279,45.661,0,0.5,998.0,40.2,2.4,18306.629280197856,1741383559
2025-03-08 07:02:05,125.8631211,45.6434919,4279.8,585.445057,8.6,187.230342,苇塘沟屯,07:02:21,42,73.83,85.87,81.5,MF8098,B738,126.279,45.661,0,-1.7,997.6,68.5,0.7,32766.436195263883,1741417325
2025-03-08 07:50:26,125.711662,45.516451,5379.0,657.146911,1.0,218.937204,立功村,07:50:43,46,70.56,83.57,77.4,MU5620,A320NEO,126.274,45.63,0,-1.0,998.3,67.2,0.2,46007.001195382734,1741420226
2025-03-08 07:50:30,126.0062565,45.377928,3981.0,509.581355,11.0,100.174523,半岛世家,07:50:49,45,69.59,83.39,75.9,MU5620,A320NEO,126.279,45.631,0,-1.0,998.3,67.2,0.2,35525.84123198274,1741420230
2025-03-08 08:26:01,126.0483463,45.740432,2633.3,494.622521,9.7,292.542378,松山小学,08:26:15,31,62.21,65.22,74.6,FU6675,B738,126.275,45.685,0,-0.3,998.7,67.0,0.1,18880.87587858548,1741422361
2025-03-08 08:36:47,125.894767,45.6732178,3711.5,519.66694,12.2,264.43778,八里堡,08:36:58,33,73.23,79.26,83.5,MU5518,A320NEO,126.289,45.651,0,0.2,998.8,61.7,0.1,31054.498855117366,1741423007
2025-03-08 09:47:58,125.974936,45.5548077,2773.3,442.690012,6.4,262.533685,八里堡,09:48:35,51,73.79,84.93,80.8,CZ6271,A333,126.289,45.651,0,2.0,999.4,64.7,2.9,26882.00291830705,1741427278
2025-03-08 11:21:19,125.8872105,45.7242415,2897.0,546.202108,9.0,204.137654,立功村,11:21:27,31,67.29,79.33,74.1,CZ6217,A333,126.274,45.63,0,2.4,999.7,66.6,2.8,32042.625756517176,1741432879
2025-03-08 12:31:15,126.008909,45.5057968,1692.5,356.281264,5.5,55.609238,苇塘沟屯,12:31:31,38,73.64,84.06,81.9,MF8816,A321,126.279,45.661,0,3.2,999.8,62.3,3.4,27293.240055599148,1741437075
2025-03-08 12:59:24,125.9615493,45.4964998,4113.0,527.807715,10.2,250.112688,苇塘沟屯,12:59:28,31,70.56,83.78,75.6,CA1788,A319,126.279,45.661,0,3.6,999.8,60.9,2.3,31075.38667177906,1741438764
2025-03-08 13:19:37,125.867439,45.5673257,3486.3,555.372358,9.9,139.479112,立功村,13:19:50,40,68.39,80.15,77.0,MU6348,A332,126.274,45.63,0,3.7,999.9,60.1,2.3,32671.647245443128,1741439977
2025-03-08 13:19:47,125.8220558,45.6057125,4613.3,620.30322,13.0,181.466888,半岛世家,13:20:03,40,70.39,80.8,80.4,MU6348,A332,126.279,45.631,0,3.7,999.9,60.0,2.5,36058.75766196216,1741439987
2025-03-08 13:20:06,125.7844588,45.5632542,4916.0,631.412185,9.6,172.402303,八里堡,13:20:21,36,69.76,79.76,76.4,MU6348,A332,126.289,45.651,0,3.7,999.9,60.0,2.4,40861.58812083126,1741440006
2025-03-08 14:13:12,125.9887597,45.6494654,2647.9,466.873672,8.6,157.560183,厢白头屯,14:13:26,31,61.62,64.63,74.9,CZ6317,B737,126.181,45.535,0,3.9,1000.3,58.1,2.5,19850.430176871338,1741443192
2025-03-08 16:02:55,126.3088414,45.5378784,5796.6,521.338094,10.8,207.198908,苇塘沟屯,16:03:06,31,69.22,80.01,76.0,CZ3914,B788,126.279,45.661,0,2.7,1001.3,60.1,2.7,15048.35221952928,1741449775
2025-03-08 16:09:56,125.8439303,45.7302013,3603.7,545.525198,7.0,245.739814,立功村,16:10:18,42,69.07,80.84,77.9,CZ6650,A320,126.274,45.63,0,2.5,1001.4,60.0,3.2,35501.70060799851,1741450196
2025-03-08 16:16:29,125.8965112,45.6584314,3418.0,542.784222,10.2,235.948755,徐家窝棚,16:16:44,42,67.98,80.76,74.9,EU2797,ARJ21,126.259,45.656,161,2.1,1001.4,60.4,2.1,28448.6828547332,1741450589
2025-03-08 16:59:52,126.0582142,45.6464324,2748.1,499.445325,7.3,217.277588,立功村,17:00:07,37,67.91,80.92,74.1,HU7210,B789,126.274,45.63,0,1.4,1001.5,63.6,2.2,17148.18909996605,1741453192
2025-03-08 16:59:57,126.2397615,45.697953,1108.0,412.829868,6.0,331.020292,半岛世家,17:00:16,41,68.99,81.78,75.7,HU7210,B789,126.279,45.631,0,1.4,1001.5,63.6,2.2,8121.883390076916,1741453197
2025-03-08 17:00:14,126.0730654,45.6356616,2747.2,514.360773,13.6,215.399772,八里堡,17:00:29,37,70.17,83.39,75.7,HU7210,B789,126.289,45.651,0,1.4,1001.5,63.6,2.1,17145.405792218593,1741453214
2025-03-08 17:00:21,126.0760735,45.6277257,2763.3,502.603174,13.4,180.313879,苇塘沟屯,17:00:41,42,72.81,85.36,79.6,HU7210,B789,126.279,45.661,0,1.4,1001.5,63.7,2.2,16483.06942149994,1741453221
2025-03-08 18:35:43,126.2750965,45.6486385,536.5,313.168764,9.0,15.433425,苇塘沟屯,18:35:57,35,69.96,82.0,76.8,G54282,CRJ9,126.279,45.661,0,-1.6,1003.0,71.8,0.1,1506.0569393949406,1741458943
2025-03-08 20:25:06,125.878189,45.769974,3638.0,501.259461,10.0,259.354335,八里堡,20:25:22,30,69.4,75.42,80.2,MU9864,A321NEO,126.289,45.651,0,-2.9,1003.7,76.6,0.1,34814.136662280784,1741465506
2025-03-08 21:51:47,125.6867386,45.6781732,5399.2,672.653952,9.6,205.820999,立功村,21:51:59,31,67.6,81.22,71.5,HU7130,B738,126.274,45.63,0,-3.5,1003.8,79.9,0.3,46420.25302247881,1741470707
2025-03-08 22:11:29,125.787964,45.758057,5257.0,601.843013,10.0,259.001265,半岛世家,22:11:43,26,68.4,81.82,72.5,KN5508,B737,126.279,45.631,0,-3.7,1003.7,78.6,0.1,41123.9150309328,1741471889
2025-03-09 07:22:18,126.1090861,45.49189,1438.4,393.262327,10.9,219.779375,农丰满族锡伯族镇中心学校,07:22:29,32,61.4,61.4,77.0,LT4355,A320,126.12,45.5,0,-5.0,1004.1,84.5,0.4,1899.8726875935788,1741504938
2025-03-09 08:22:01,126.265457,45.6510095,1455.0,316.957234,7.0,9.077054,松山小学,08:22:33,36,59.89,59.89,82.0,QW9869,A320NEO,126.275,45.685,0,-1.8,1004.2,77.2,2.0,4116.515874898243,1741508521
2025-03-09 10:05:04,126.0257682,45.6139172,1753.8,402.646698,10.0,146.405524,厢白二屯,10:05:18,31,55.13,58.14,80.3,QW6099,A320NEO,126.165,45.557,0,4.1,1002.8,52.8,3.2,12696.395470527545,1741514704
2025-03-09 11:03:50,126.0914507,45.558899,3441.3,432.04648,6.0,122.736928,农丰满族锡伯族镇中心学校,11:04:04,31,62.95,62.95,74.7,HO1755,A321NEO,126.12,45.5,0,6.5,1001.9,43.2,3.6,7726.212107875177,1741518230
2025-03-09 11:27:24,126.3245387,45.7067287,485.0,284.625338,2.3,185.777322,西下坎,11:27:38,31,64.77,75.91,72.7,HU7073,A332,126.298,45.671,0,7.2,1001.6,39.3,3.8,4503.30761548276,1741519644
2025-03-09 14:25:00,126.1289008,45.6777822,2238.1,470.728201,5.5,149.524378,林场村,14:25:13,37,67.22,79.27,73.2,CZ3913,B788,126.323,45.682,0,10.4,998.0,39.3,4.4,15296.558674630664,1741530300
2025-03-09 14:25:33,126.1490237,45.7014457,2473.7,471.526252,6.5,122.459753,西下坎,14:25:47,31,65.57,77.33,70.9,CZ3913,B788,126.298,45.671,0,10.4,998.0,39.1,4.2,12341.326270139998,1741530333
2025-03-09 14:56:49,126.2275708,45.6410085,1282.8,379.624528,7.5,147.371623,徐家窝棚,14:57:03,31,60.68,63.69,74.0,EU1896,ARJ21,126.259,45.656,161,10.3,997.6,39.6,4.6,3168.4564835107813,1741532209
2025-03-09 14:57:24,126.2716672,45.6661757,1090.3,341.410369,5.1,178.104324,八里堡,14:57:43,40,71.31,81.73,78.8,EU1896,ARJ21,126.289,45.651,0,10.3,997.6,39.7,4.7,2420.620853246009,1741532244
2025-03-09 16:03:22,126.1629642,45.6393071,904.5,359.623382,4.8,162.220219,厢白五屯,16:03:39,38,69.4,80.54,77.5,CZ3914,B788,126.186,45.564,0,9.6,996.7,46.9,4.8,8608.92508007661,1741536202
2025-03-09 16:57:33,126.0752857,45.6478093,1582.6,434.056262,5.6,112.645112,厢白五屯,16:57:54,45,71.81,84.59,78.6,HU7210,B789,126.186,45.564,0,8.2,996.3,50.6,3.7,12802.683918788158,1741539453
2025-03-09 17:38:39,126.1753029,45.5512566,1190.4,282.188209,7.7,218.605814,徐家窝棚,17:38:53,31,55.19,55.19,75.2,GJ8112,A320NEO,126.259,45.656,161,6.7,996.0,54.8,1.7,13388.75366536276,1741541919
2025-03-09 18:21:27,126.136654,45.6529647,2042.7,465.754251,9.3,180.986847,农丰满族锡伯族镇中心学校,18:21:41,31,64.29,75.43,72.8,CZ3634,A333,126.12,45.5,0,6.0,995.9,56.0,3.4,17175.217856075746,1741544487
2025-03-09 19:06:35,126.1114823,45.5803816,1877.3,412.451447,6.0,179.290188,八里堡,19:06:55,48,73.39,76.4,86.7,EU2798,ARJ21,126.289,45.651,0,4.8,995.4,58.6,2.2,16028.5276676956,1741547195
2025-03-10 08:35:44,126.1362191,45.5055874,1853.6,358.445751,8.8,215.836236,厢白头屯,08:35:59,32,64.42,72.87,73.1,CZ6219,A333,126.181,45.535,0,7.8,987.0,55.1,5.0,5135.153210677938,1741595744
2025-03-10 08:47:59,126.1560332,45.5225911,1721.7,366.480942,8.3,214.663009,厢白五屯,08:48:13,31,61.87,67.89,71.7,ZH9753,A320NEO,126.186,45.564,0,8.1,986.8,53.7,5.0,5443.318499207751,1741596479
2025-03-10 09:02:22,126.3585325,45.5954842,1180.5,419.459214,4.8,324.123974,农丰满族锡伯族镇中心学校,09:02:43,72,74.77,74.77,86.8,CZ5969,A321NEO,126.12,45.5,0,8.4,987.0,52.4,5.0,21472.82935295182,1741597342
2025-03-10 09:05:37,125.931255,45.3386788,3447.2,512.43321,6.2,219.500758,林场村,09:06:07,54,73.63,82.08,85.6,CZ6210,A321NEO,126.323,45.682,0,8.4,986.9,52.5,5.0,49053.57783312,1741597537
2025-03-10 10:16:00,126.320568,45.7669372,2935.7,456.726258,14.3,209.186016,农丰满族锡伯族镇中心学校,10:16:18,41,73.71,79.73,83.0,MF8745,B738,126.12,45.5,0,9.4,986.3,50.2,5.0,33673.8540923065,1741601760
2025-03-10 12:02:12,126.392748,45.236485,3429.0,651.235464,7.0,7.023966,苇塘沟屯,12:02:27,33,69.39,69.39,87.6,MF8093,B738,126.279,45.661,0,11.3,985.3,45.2,5.0,48147.67645482889,1741608132
2025-03-10 12:22:38,126.1976134,45.5785009,1183.7,309.026345,11.6,219.618054,姚家窝棚,12:22:52,31,61.46,64.47,71.6,G54254,A320,126.196,45.597,0,11.5,984.9,44.9,5.0,2375.9480774236467,1741609358
2025-03-10 12:29:51,125.8297002,45.396888,4341.0,521.519062,7.5,230.903361,农丰满族锡伯族镇中心学校,12:29:59,40,73.42,78.19,84.7,9C8541,A320,126.12,45.5,0,11.4,985.0,45.4,5.0,25813.8479391104,1741609791
2025-03-10 14:34:22,126.1920046,45.574259,2114.8,404.263835,7.6,264.952951,厢白五屯,14:34:36,31,64.21,71.99,71.8,AQ1502,B738MAX,126.186,45.564,0,13.2,984.7,40.0,5.0,2447.9960469033986,1741617262
2025-03-10 15:28:07,126.29067,45.693119,1413.0,335.92124,4.5,203.675201,林场村,15:28:21,32,64.52,67.53,77.0,SC4749,B738,126.323,45.682,0,12.7,984.8,42.4,5.0,3141.360470401107,1741620487
2025-03-11 06:56:46,126.154532,45.541837,1228.7,441.091039,12.7,219.03551,农丰满族锡伯族镇中心学校,06:57:00,24,61.23,61.23,72.3,FU6671,B738,126.12,45.5,0,-1.7,993.3,85.6,1.1,5515.00680097204,1741676206
2025-03-11 07:40:54,125.8220804,45.415233,2947.2,548.230446,6.4,189.284527,厢白五屯,07:41:09,40,70.4,82.44,77.3,LT4349,A321,126.186,45.564,0,0.2,993.5,82.3,2.4,33043.52802708299,1741678854
2025-03-11 07:53:12,126.0427803,45.4793571,2517.1,465.905827,8.1,221.041645,西下坎,07:53:31,38,66.56,78.87,73.5,O37602,B734,126.298,45.671,0,0.9,993.7,80.2,1.4,29277.82687893469,1741679592
2025-03-11 07:54:19,125.976512,45.3625962,3375.2,628.31578,12.2,189.991162,立功村,07:54:19,32,65.38,65.38,75.9,O37602,B734,126.274,45.63,0,1.0,993.7,80.1,1.4,37895.627589511314,1741679659
2025-03-11 08:57:26,125.930775,45.4582785,3110.5,465.591082,8.0,225.578893,八里堡,08:57:41,37,72.34,84.1,79.5,CA1689,B738,126.289,45.651,0,4.3,993.3,69.6,3.1,35375.86802950479,1741683446
2025-03-11 10:20:03,126.140784,45.9780865,7113.0,771.433032,10.0,22.43999,林场村,10:20:23,42,70.4,82.95,76.6,CA1643,B737,126.323,45.682,0,7.6,992.1,57.9,3.6,36544.5906308407,1741688403
2025-03-11 13:27:23,125.9851985,45.335502,3943.0,562.38319,12.2,253.80804,林场村,13:27:36,39,68.74,82.17,74.2,CA1690,B738,126.323,45.682,0,11.4,988.8,46.9,3.9,46869.72037417781,1741699643
2025-03-11 15:16:15,126.0113223,45.6372767,1866.3,444.50651,5.3,150.406946,林场村,15:16:34,41,68.87,80.91,75.3,HU7209,B789,126.323,45.682,0,10.7,986.9,49.5,1.1,24868.281079471315,1741706175
2025-03-11 15:54:28,126.2135567,45.5958732,1229.7,349.926643,9.5,208.820175,厢白五屯,15:54:51,46,70.28,82.83,77.0,CZ3914,B788,126.186,45.564,0,10.4,986.3,51.1,3.3,4323.230166661133,1741708468
2025-03-11 15:54:46,126.2492777,45.6225917,765.2,298.694266,8.2,211.364087,厢白头屯,15:55:00,38,69.64,69.64,78.2,CZ3914,B788,126.181,45.535,0,10.4,986.3,51.1,3.1,11125.327184554071,1741708486
2025-03-11 15:55:20,126.1673845,45.5423355,933.0,350.263719,5.0,218.506193,厢白头屯,15:55:29,31,69.29,72.3,81.9,CZ3914,B788,126.181,45.535,0,10.3,986.2,51.2,3.3,1632.8896836918473,1741708520
2025-03-11 16:07:04,125.9986815,45.7113875,5714.5,554.140498,9.0,267.579684,农丰满族锡伯族镇中心学校,16:07:20,36,62.31,65.32,86.8,CZ6251,A321,126.12,45.5,0,10.3,986.0,51.7,3.1,25976.67002330534,1741709224
2025-03-11 16:23:45,126.1982628,45.7578644,3280.8,538.604495,11.6,97.573348,厢白五屯,16:24:08,49,73.71,86.01,81.0,CZ6650,A320,126.186,45.564,0,10.1,985.7,52.3,1.2,21821.76447167576,1741710225
2025-03-11 16:30:34,126.1586855,45.534826,1142.5,360.115896,14.5,219.121391,厢白五屯,16:30:58,46,74.5,85.96,82.4,HU7328,A333,126.186,45.564,0,10.0,985.6,52.3,1.1,4046.1380101387495,1741710634
2025-03-11 16:49:40,126.3771197,45.7511148,1127.7,309.463799,5.9,207.363404,厢白五屯,16:50:05,49,74.3,86.35,82.3,HU7430,B738,126.186,45.564,0,9.5,985.8,53.7,2.8,25608.17069209996,1741711780
2025-03-11 18:22:24,126.2518636,45.5979351,1373.7,336.780532,10.0,201.456201,厢白头屯,18:22:38,31,58.37,58.37,72.2,PN6232,A321,126.181,45.535,0,8.1,984.6,59.2,2.3,9024.116233091288,1741717344
2025-03-11 22:21:48,126.0268012,45.5133418,3087.2,437.948896,9.5,230.587222,林场村,22:22:03,39,71.56,84.78,77.0,CZ5301,A321NEO,126.323,45.682,0,6.3,982.5,82.0,3.0,29923.642003841414,1741731708
2025-03-12 08:00:08,126.1677464,45.5530828,1626.4,342.929492,11.1,219.557557,厢白二屯,08:00:30,33,50.8,50.8,74.4,CZ6257,A321NEO,126.165,45.557,0,2.2,981.1,54.2,4.5,1697.2826899012298,1741766408
2025-03-12 08:56:09,126.060102,45.5838643,1758.3,398.916036,5.6,185.13122,农丰满族锡伯族镇中心学校,08:56:25,34,66.1,72.12,77.4,HZ4699,DHC8,126.12,45.5,0,3.0,981.2,50.7,5.0,10577.539902853412,1741769769
2025-03-12 09:18:27,126.277436,45.6880578,933.0,324.866999,4.5,171.569425,厢白二屯,09:18:43,33,62.63,62.63,99.6,EU1895,ARJ21,126.165,45.557,0,2.8,981.3,52.9,4.99,17028.772622112803,1741771107
2025-03-12 09:34:01,125.8694246,45.419839,3881.4,548.255359,6.2,233.696212,徐家窝棚,09:34:24,48,70.75,70.75,79.9,CA8301,A333,126.259,45.656,161,2.4,981.4,54.8,3.1,40368.87289863308,1741772041
2025-03-12 09:50:19,126.1512147,45.5654133,1421.7,416.172875,13.3,234.966202,立功村,09:50:32,31,62.3,65.31,72.8,CA2730,A332,126.274,45.63,0,3.0,981.4,54.9,4.7,12056.519590094336,1741773019
2025-03-12 10:31:11,126.0882894,45.7174967,1252.6,391.644769,2.7,119.968954,徐家窝棚,10:31:25,31,62.09,65.11,73.8,CZ8566,A321NEO,126.259,45.656,161,2.9,981.3,52.3,5.0,14993.39468882653,1741775471
2025-03-12 12:06:23,126.1826855,45.567084,1193.5,311.646129,7.8,227.461568,松山小学,12:06:37,31,60.45,65.22,72.1,9C8683,A320NEO,126.275,45.685,0,2.1,981.7,64.5,5.0,15001.669253750952,1741781183
2025-03-12 12:41:30,126.0652782,45.7763066,3183.0,554.220185,10.6,201.368407,立功村,12:41:44,32,62.33,65.34,73.8,CZ6481,A333,126.274,45.63,0,1.9,981.8,68.1,4.6,23217.10769040436,1741783290
2025-03-12 12:50:06,126.328773,45.690308,693.0,225.038958,3.0,219.322581,林场村,12:50:30,55,71.6,83.06,79.7,EU2730,ARJ21,126.323,45.682,0,2.5,981.8,65.6,4.9,1239.0585898345782,1741783806
2025-03-12 13:23:41,126.0214088,45.5693119,2370.9,432.190859,9.2,192.038348,八里堡,13:23:56,44,72.53,84.57,80.6,HU7763,A332,126.289,45.651,0,2.2,982.2,66.6,4.8,22889.940138843234,1741785821
2025-03-12 20:21:24,126.3622193,45.6324397,955.0,321.004765,2.6,126.163571,八里堡,20:21:47,37,69.99,82.54,77.0,GS7919,EMB195,126.289,45.651,0,-2.1,990.0,70.3,2.0,6144.730102093856,1741810884
2025-03-12 20:21:30,126.360235,45.6333923,937.1,319.48552,2.1,125.534554,立功村,20:21:43,26,64.67,64.67,74.7,GS7919,EMB195,126.274,45.63,0,-2.1,990.0,70.2,2.3,6800.163507229027,1741810890
2025-03-12 21:48:06,126.3630464,45.5855222,982.6,350.554861,5.4,303.615147,姚家窝棚,21:48:19,26,66.86,79.16,73.4,GS7920,EMB195,126.196,45.597,0,-2.5,991.3,73.1,1.3,13134.995921807013,1741816086
2025-03-12 21:48:51,126.2243804,45.5501968,1436.6,375.412209,9.4,260.03931,厢白二屯,21:49:05,26,64.87,74.42,72.3,GS7920,EMB195,126.165,45.557,0,-2.5,991.3,73.1,2.3,4913.150126538108,1741816131
2025-03-12 22:38:13,125.985783,45.396286,3467.0,594.594412,5.0,219.565621,林场村,22:38:24,29,68.82,81.38,74.4,ZH9627,A320NEO,126.323,45.682,0,-2.6,991.7,74.4,2.2,41412.50238618149,1741819093
2025-03-13 02:05:04,126.0620612,45.5828305,1371.0,391.195618,6.0,133.956137,立功村,02:05:18,24,62.43,67.2,71.4,SC8435,B738,126.274,45.63,0,-4.1,995.1,72.9,0.7,17400.71719404201,1741831504
2025-03-13 10:38:43,126.1969928,45.5643754,1326.5,357.843113,6.0,173.010795,姚家窝棚,10:38:57,31,66.14,78.93,71.9,CZ6261,B773,126.196,45.597,0,-1.5,1001.3,63.2,0.6,3862.152489528242,1741862323
2025-03-13 11:13:40,126.2576625,45.6057455,1882.0,460.504185,3.0,4.151285,徐家窝棚,11:13:54,31,59.35,59.35,72.8,MU2701,A320NEO,126.259,45.656,161,-1.1,1001.3,63.0,3.3,5846.404354465463,1741864420
2025-03-13 11:30:01,125.9467219,45.6004559,2745.4,485.934789,6.0,150.845483,林场村,11:30:15,37,68.98,80.74,75.6,HU7073,A332,126.323,45.682,0,-1.3,1001.3,60.3,1.5,30832.679030458625,1741865401
2025-03-13 16:01:06,126.1734535,45.759338,2382.5,387.841713,3.0,207.494306,农丰满族锡伯族镇中心学校,16:01:34,32,63.64,63.64,73.4,FU6718,B738,126.12,45.5,0,0.5,1001.9,48.0,1.2,29226.39868823656,1741881666
2025-03-13 16:29:04,126.0031448,45.6178868,1812.2,459.24567,5.6,151.562854,农丰满族锡伯族镇中心学校,16:29:18,32,64.17,71.16,73.9,CZ6650,A320,126.12,45.5,0,0.1,1002.1,47.6,0.6,16070.664151005074,1741883344
