dateTime,Leq,Aircraft_model,BarometricPressure,RelativeHumidity,Distance,year_cycle_cos,second_cycle_cos,minute_cycle_sin,year_cycle_sin,minute_cycle_cos,Wind_Temperature_Interaction,second_cycle_sin,day_cycle_cos,day_cycle_sin,Course_sin,Model_Frequency,Model_Rareness,Course_cos,Speed_Altitude_Ratio,Position
2025-03-01 00:06:16,70.83,B738,-0.02045716002536817,0.2243942889770867,-1.5523294924216624,1.4243168169931233,-0.14825972432453347,0.7845438397114775,-1.9155649019324086,1.225169087787647,-0.3084800043411554,1.4092861227592484,2.2873490850389215,0.22491813285382828,-0.9922983483593182,1.3270931661896361,-0.1731086706928754,-0.39014345709625065,1.9959706554962295,4
2025-03-01 00:20:02,66.95,A320,0.007556081081124208,0.8753770699503847,-1.2892460326279054,1.4243168169931233,1.3873282414317518,1.1707788022238306,-1.9155649019324086,-0.6661849422212168,-0.7936126415707597,0.30003250397487735,2.2814952458346456,0.3083913838490387,-1.5678419797600027,-0.5505950383959277,-0.10243302749513265,1.0351301253585534,-0.033917648955599074,0
2025-03-01 00:20:37,70.34,A320,0.014559391357749293,0.8820882326408316,-0.4323807096092672,1.4243168169931233,-1.0540261240359563,1.1707788022238306,-1.9155649019324086,-0.6661849422212168,-0.7653843555073321,-0.936745682148496,2.2811120968709857,0.3119208229468528,-0.5353266275245036,-0.5505950383959277,-0.10243302749513265,-0.7146315472697514,0.19280007403787036,11
2025-03-01 00:22:39,64.06,B738,0.021562701634374376,0.8820882326408316,-0.5539407398565274,1.4243168169931233,-0.8336755511544665,1.0002039398201634,-1.9155649019324086,-0.9105559895867354,-0.47784972072172094,-1.134009182199565,2.279690830989352,0.32421695694298286,-0.5764140069247415,1.3270931661896361,-0.1731086706928754,-0.695201587280375,-0.6391580855904533,0
2025-03-01 00:23:06,67.21,B738,0.021562701634374376,0.8753770699503847,-0.6821200805914657,1.4243168169931233,1.1474458496424234,0.8974621931910672,-1.9155649019324086,-1.0174966116026063,-0.5054215350162315,0.8357185659007036,2.279358292381971,0.32693680523545315,-0.6670754105493303,1.3270931661896361,-0.1731086706928754,-0.646298423225465,-0.6200167391583208,0
2025-03-01 00:23:28,66.55,B738,0.021562701634374376,0.8686659072599386,-0.05661380139956625,1.4243168169931233,-1.3873367472239715,0.8974621931910672,-1.9155649019324086,-1.0174966116026063,-0.560565163605253,0.30003250397487796,2.2790825147262024,0.3291525790994164,-0.5709310968348359,1.3270931661896361,-0.1731086706928754,-0.6978903630295525,-0.5944940036761176,2
2025-03-01 00:25:38,67.23,B738,0.014559391357749293,0.8149766057363679,-0.4464179958589156,1.4243168169931233,-0.9490498084488043,0.6626860364918017,-1.9155649019324086,-1.195042570126868,-0.8087114922558489,-1.0411182671007209,2.277364602537602,0.3422381639164707,-0.7576748931753973,1.3270931661896361,-0.1731086706928754,-0.5885482910235786,-0.025370028317391127,0
2025-03-01 00:26:05,66.94,B738,0.014559391357749293,0.8015542803554749,-1.594616795391108,1.4243168169931233,1.2283023775983273,0.5332238831244984,-1.9155649019324086,-1.2637026759597871,-0.7036760092291415,0.7119264917348623,2.2769888681051165,0.3449542362902462,-1.0027371892910644,1.3270931661896361,-0.1731086706928754,-0.3793807944410748,2.0201968373210466,2
2025-03-01 00:26:07,71.67,B738,0.014559391357749293,0.8015542803554749,-1.5816698752067244,1.4243168169931233,1.0540176182437362,0.5332238831244984,-1.9155649019324086,-1.2637026759597871,-0.7036760092291415,0.9504292928242049,2.2769607769268387,0.34515540271820705,-1.0027371892910644,1.3270931661896361,-0.1731086706928754,-0.3793807944410748,2.10370155906073,11
2025-03-01 00:28:39,69.44,A320NEO,0.014559391357749293,0.7612873042127971,-1.6060587197195069,1.4243168169931233,-0.8336755511544665,0.25722795812902827,-1.9155649019324086,-1.357044110187005,-0.7673537708140828,-1.134009182199565,2.274721372813724,0.36043394193133316,-1.0007679400300808,-0.1864053374362541,-0.13338123213059058,-0.38142565266066875,1.848195593100467,11
2025-03-01 06:26:45,64.05,A320,0.07758918384735913,-0.19840896052103466,0.8817524602246184,1.4243168169931233,-4.252896110179593e-06,0.5332238831244984,-1.9155649019324086,-1.2637026759597871,-2.1761421869097943,-1.4033275674561616,0.39042248222184306,1.5695212518856776,-1.5578688411909054,-0.5505950383959277,-0.10243302749513265,1.3787896181121093,-0.4897487840355575,11
2025-03-01 06:45:55,69.37,B738,0.0915958044006093,-0.1380084963070174,0.2797323842131002,1.4243168169931233,1.2283023775983268,-1.4195168399153413,-1.9155649019324086,0.05624801248308018,-2.095396159333013,-0.6982428810591542,0.2501049577417268,1.5511465190174298,1.5343544092961852,1.3270931661896361,-0.1731086706928754,1.4962710040337368,-0.44488456262814996,0
2025-03-01 06:46:05,70.68,B738,0.0915958044006093,-0.1380084963070174,1.5735370811092215,1.4243168169931233,1.2283023775983273,-1.4119124897677142,-1.9155649019324086,0.20727762562138083,-2.0428784178196593,0.7119264917348623,0.24889376313605024,1.5509446809123941,1.5511277950220936,1.3270931661896361,-0.1731086706928754,0.9160929346867002,-0.6549056380353048,12
2025-03-01 06:47:10,67.21,B738,0.0915958044006093,-0.1380084963070174,-0.9714688234004111,1.4243168169931233,0.7091589108672558,-1.3891827541763633,-1.9155649019324086,0.35665252671315983,-2.0428784178196593,1.2280843058162405,0.24102540266720807,1.549615153976592,-1.5342240512225849,1.3270931661896361,-0.1731086706928754,0.7181686187417512,0.5120954287089307,11
2025-03-01 06:47:19,67.88,B738,0.0915958044006093,-0.1380084963070174,-1.1133830200577268,1.4243168169931233,-0.5768895421403603,-1.3891827541763633,-1.9155649019324086,0.35665252671315983,-2.095396159333013,1.2950956303605432,0.23993654505869577,1.5494286650437252,-0.14371073834127124,1.3270931661896361,-0.1731086706928754,-0.8233717454949487,0.7705811370154677,2
2025-03-01 06:47:31,68.21,B738,0.0915958044006093,-0.1380084963070174,0.4299215680566305,1.4243168169931233,-1.4105608403987169,-1.3891827541763633,-1.9155649019324086,0.35665252671315983,-2.2004316423597206,-0.1405610321474143,0.23848496716120904,1.5491791051966652,0.09815297229988416,1.3270931661896361,-0.1731086706928754,-0.826932962212984,-0.45753246628117045,0
2025-03-01 06:47:39,72.61,B738,0.0915958044006093,-0.1380084963070174,-1.3869070620508113,1.4243168169931233,-0.8336755511544665,-1.3891827541763633,-1.9155649019324086,0.35665252671315983,-2.2004316423597206,-1.134009182199565,0.23751739651614215,1.5490121555826735,0.9258783431335803,1.3270931661896361,-0.1731086706928754,-0.44611384680819544,0.5532879221128049,12
2025-03-01 06:51:31,66.94,B738,0.0915958044006093,-0.15814198437835633,0.5807009787414574,1.4243168169931233,-1.4105608403987169,-1.1544065974770974,-1.9155649019324086,0.9055188855736048,-2.4105026084131347,-0.1405610321474143,0.20951083006174137,1.5439702986155563,-1.1992102194644159,1.3270931661896361,-0.1731086706928754,-0.1352428513839912,-0.35304236371908754,11
2025-03-01 06:51:36,67.06,B738,0.0915958044006093,-0.15814198437835633,0.7731397195481903,1.4243168169931233,-1.147454355434643,-1.1544065974770974,-1.9155649019324086,0.9055188855736048,-2.4105026084131347,-0.8220349552249948,0.208908398745005,1.5438573802281637,-1.1974512320697313,1.3270931661896361,-0.1731086706928754,-0.13784856584042093,-0.38192536697766394,2
2025-03-01 06:51:46,65.79,B738,0.0915958044006093,-0.16485314706880277,1.1896081156922895,1.4243168169931233,0.14825121853231313,-1.1544065974770974,-1.9155649019324086,0.9055188855736048,-2.305467125386427,-1.3956025120835398,0.20770368669249478,1.5436310052314215,-1.2142186263616463,1.3270931661896361,-0.1731086706928754,-0.11262954106896271,-0.44891493633724494,0
2025-03-01 06:52:02,70.12,B738,0.0915958044006093,-0.17156430975924924,1.2971967611957318,1.4243168169931233,1.3873282414317518,-1.062967117774656,-1.9155649019324086,1.0230520145528963,-2.252949383873074,0.30003250397487735,0.2057765663889818,1.5432673128252803,0.311523975247607,1.3270931661896361,-0.1731086706928754,-0.7906729817524849,-0.49691881882748146,0
2025-03-01 06:52:08,71.13,B738,0.0915958044006093,-0.17156430975924924,0.5360543720903985,1.4243168169931233,0.9490413026565842,-1.062967117774656,-1.9155649019324086,1.0230520145528963,-2.357984866899781,1.0548018777764296,0.20505402966933792,1.5431304547039768,-0.8313205667351511,1.3270931661896361,-0.1731086706928754,-0.5344322537007817,-0.4041719850333202,12
2025-03-01 06:53:38,67.3,B738,0.0915958044006093,-0.19169779783058818,0.814882048900399,1.4243168169931233,-0.9490498084488043,-0.9602253711455603,-1.9155649019324086,1.1299926365687665,-2.357984866899781,-1.0411182671007209,0.19422481280957055,1.541046611754391,-1.3643855030752223,1.3270931661896361,-0.1731086706928754,0.16145344368470968,-0.45389464156053017,11
2025-03-01 06:53:45,65.49,B738,0.0915958044006093,-0.19169779783058818,0.893375130009141,1.4243168169931233,-4.252896110179593e-06,-0.9602253711455603,-1.9155649019324086,1.1299926365687665,-2.305467125386427,-1.4033275674561616,0.19338324204530807,1.5408821025499102,-1.415899945497036,1.3270931661896361,-0.1731086706928754,0.2849506908566527,-0.4650946286064367,0
2025-03-01 06:54:18,65.45,B738,0.0915958044006093,-0.19169779783058818,0.2804538729781455,1.4243168169931233,-0.43829119167127745,-0.8473070176659702,-1.9155649019324086,1.225169087787647,-2.305467125386427,1.347992576413453,0.18941721925058466,1.5401018337709993,-1.566316075379965,1.3270931661896361,-0.1731086706928754,1.2682991475318017,-0.49764800277177573,8
2025-03-01 06:54:18,66.9,B738,0.0915958044006093,-0.19169779783058818,0.6005161998324478,1.4243168169931233,-0.43829119167127745,-0.8473070176659702,-1.9155649019324086,1.225169087787647,-2.305467125386427,1.347992576413453,0.18941721925058466,1.5401018337709993,-1.566316075379965,1.3270931661896361,-0.1731086706928754,1.2682991475318017,-0.49764800277177573,0
2025-03-01 07:07:25,76.03,B738,0.09859911467722643,-0.17827547244969572,3.935921093371835,1.4243168169931233,-1.228310883390547,0.8974621931910669,-1.9155649019324086,1.1299926365687676,-2.2280034566542306,0.7119264917348628,0.09556568486954323,1.5191951701912492,0.8952638475689043,1.3270931661896361,-0.1731086706928754,-0.4738287428434743,-0.6872869810385995,8
2025-03-01 07:07:49,69.92,B738,0.09859911467722643,-0.18498663514014219,-1.552714754319343,1.4243168169931233,0.5768810363481399,0.8974621931910669,-1.9155649019324086,1.1299926365687676,-2.3317259961431045,-1.2814120196848346,0.09272743809480975,1.5184886716109185,0.49630664404088004,1.3270931661896361,-0.1731086706928754,2.998950840461284,1.1933600771602715,12
2025-03-01 07:08:52,70.38,A321NEO,0.0915958044006093,-0.21854244859237407,-0.25989480331360865,1.4243168169931233,0.9490413026565836,1.000203939820163,-1.9155649019324086,1.0230520145528967,-2.383587265887541,-1.0411182671007218,0.08528424572063704,1.5166148189205806,-1.4261375876479736,-0.6904649960108749,-0.08198030095343874,1.9588444107095127,-0.14992884306026205,8
2025-03-01 07:09:56,67.1,A321NEO,0.09859911467722643,-0.23196477397326654,-0.8758055414066321,1.4243168169931233,1.2957013210708466,1.0916434195226048,-1.9155649019324086,0.9055188855736052,-2.1761421869097943,-0.5667257515206914,0.07773372041338887,1.514682643047308,-1.1684417116176458,-0.6904649960108749,-0.08198030095343874,2.450688780439324,0.050872710002127,8
2025-03-01 07:20:52,67.08,A320NEO,0.09859911467722643,-0.27223175011594486,0.69716116614999,1.4243168169931233,0.9490413026565836,1.1707788022238306,-1.9155649019324086,-0.6661849422212168,-2.435448535631978,-1.0411182671007218,0.001007504039076116,1.4932272591018203,-1.3858536116831766,-0.1864053374362541,-0.13338123213059058,2.060783636861738,-0.3602058071870889,8
2025-03-01 07:28:02,65.13,A321NEO,0.10560242495385151,-0.25209826204460595,1.8328496767216684,1.4243168169931233,1.3873282414317518,0.25722795812902827,-1.9155649019324086,-1.357044110187005,-2.305467125386427,0.30003250397487735,-0.04857123008431785,1.4775473789914797,-0.7729195813696284,-0.6904649960108749,-0.08198030095343874,-0.5778967013480683,-0.6462260008650185,11
2025-03-01 07:28:43,89.14,A321NEO,0.10560242495385151,-0.25209826204460595,1.335527762380022,1.4243168169931233,-0.29489087778353634,0.25722795812902827,-1.9155649019324086,-1.357044110187005,-2.2030575294353874,-1.3725119832889079,-0.05326674262089115,1.4759861677500903,-1.544767057790239,-0.6904649960108749,-0.08198030095343874,1.4864787526231003,-0.6269358299671554,0
2025-03-01 07:31:51,69.83,A320NEO,0.1126057352304766,-0.2588094247350519,0.9133015022785014,1.4243168169931233,0.8336670453622462,-0.17648123356546325,-1.9155649019324086,-1.3807027702949597,-1.947033539557789,-1.1340091821995655,-0.07472370601825276,1.468680903414757,-0.4840290457845562,-0.1864053374362541,-0.13338123213059058,-0.7366103357481012,-0.5035601625162033,0
2025-03-01 07:35:52,67.09,A321NEO,0.1126057352304766,-0.2588094247350519,-0.47118792171928076,1.4243168169931233,0.9490413026565836,-0.7254492144462933,-1.9155649019324086,-1.1950425701268685,-2.026466623596736,-1.0411182671007218,-0.10204788551587651,1.4589659414826341,1.0153238874825943,-0.6904649960108749,-0.08198030095343874,-0.35653531965383417,-0.17900279573153047,11
2025-03-01 07:35:56,66.42,A321NEO,0.1126057352304766,-0.2588094247350519,1.5846479438202798,1.4243168169931233,1.2957013210708466,-0.7254492144462933,-1.9155649019324086,-1.1950425701268685,-2.0770149498033392,-0.5667257515206914,-0.1024996329588417,1.45880139246894,-0.5697241655077451,-0.6904649960108749,-0.08198030095343874,-0.6984782286830046,-0.6527101602335006,2
2025-03-01 07:38:20,76.68,A321,0.1126057352304766,-0.27223175011594486,-0.1917469617866653,1.4243168169931233,-0.709167416659475,-1.0629671177746554,-1.9155649019324086,-0.9105559895867363,-2.178111602216545,1.2280843058162407,-0.11872331187873032,1.4528060573965798,-1.4734136896419288,-0.5994175707709565,-0.09611624216923387,1.815327081263497,-0.5038751371236417,8
2025-03-01 07:39:43,69.62,A320NEO,0.1126057352304766,-0.27894291280639133,0.19437215394034948,1.4243168169931233,-0.29489087778353634,-1.154406597477097,-1.9155649019324086,-0.7930228606074444,-2.2792082546297503,-1.3725119832889079,-0.12803934757291768,1.449287300704524,-1.5660652725512094,-0.1864053374362541,-0.13338123213059058,0.9982677106208766,-0.5188544564932444,8
2025-03-01 07:39:46,66.44,A320NEO,0.1126057352304766,-0.27894291280639133,1.1662414686740883,1.4243168169931233,0.14825121853231313,-1.154406597477097,-1.9155649019324086,-0.7930228606074444,-2.2792082546297503,-1.3956025120835398,-0.12837558506171054,1.4491592547036563,-1.2090383751425946,-0.1864053374362541,-0.13338123213059058,-0.12051267584160896,-0.6667933744738948,11
2025-03-01 07:43:03,67.1,A321NEO,0.1126057352304766,-0.25209826204460595,1.4797862611149848,1.4243168169931233,1.3489042431311618,-1.3891827541763628,-1.9155649019324086,-0.2441565017470007,-2.0770149498033392,0.44260810647826593,-0.15037975529549424,1.4406196795586943,-0.6594513710209,-0.6904649960108749,-0.08198030095343874,-0.6507421681923296,-0.6408804841132169,2
2025-03-01 07:43:34,69.09,A321NEO,0.1126057352304766,-0.2588094247350519,2.01362485434618,1.4243168169931233,-1.2957098268630671,-1.3891827541763628,-1.9155649019324086,-0.2441565017470007,-2.2792082546297503,-0.5667257515206898,-0.15382864922461773,1.4392524111310279,-1.425276260566364,-0.6904649960108749,-0.08198030095343874,0.30995790486497915,-0.6866320811185272,12
2025-03-01 07:46:17,67.0,A320NEO,0.11960904550710168,-0.3393433770204086,0.6740877044734237,1.4243168169931233,-0.2948908777835354,-1.4119124897677142,-1.9155649019324086,0.20727762562138083,-2.228659928423148,1.3861955939646167,-0.17190068907488126,1.4319586683859433,-1.3635352329282722,-0.1864053374362541,-0.13338123213059058,0.1595821463867313,-0.4151455915815305,11
2025-03-01 07:46:56,69.45,A320NEO,0.11960904550710168,-0.33263221432996215,0.5844591197766422,1.4243168169931233,1.2957013210708466,-1.4119124897677142,-1.9155649019324086,0.20727762562138083,-2.178111602216545,-0.5667257515206914,-0.17620893229277815,1.4301875638137753,-1.4940121568679146,-0.1864053374362541,-0.13338123213059058,1.7404469710922048,-0.529754525384768,0
2025-03-01 07:51:34,66.17,B738,0.11960904550710168,-0.29907640087773024,0.6143591880248622,1.4243168169931233,-1.2957098268630671,-1.1544065974770974,-1.9155649019324086,0.9055188855736048,-2.252949383873074,-0.5667257515206898,-0.20673876647395575,1.417273891593876,1.4343305834415985,1.3270931661896361,-0.1731086706928754,0.36082152717413707,-0.47337052448018363,11
2025-03-01 07:51:40,66.05,B738,0.11960904550710168,-0.29907640087773024,0.7945828077184032,1.4243168169931233,-0.709167416659476,-1.1544065974770974,-1.9155649019324086,0.9055188855736048,-2.252949383873074,-1.2144006951405317,-0.20739414598763314,1.4169896160698034,1.37108343880663,1.3270931661896361,-0.1731086706928754,0.196841475245846,-0.4944824099447055,2
2025-03-01 07:52:05,70.13,B738,0.12661235578372676,-0.3057875635681767,1.5106815391279012,1.4243168169931233,1.2283023775983273,-1.062967117774656,-1.9155649019324086,1.0230520145528963,-2.1531656749977017,0.7119264917348623,-0.21012326182828184,1.4158026144336824,1.1159909432872905,1.3270931661896361,-0.1731086706928754,-0.2378489280282872,-0.5800080543837152,12
2025-03-01 08:02:22,66.14,A320,0.12661235578372676,-0.21854244859237407,-0.7180678965666744,1.4243168169931233,-0.9490498084488035,0.2572279581290277,-1.9155649019324086,1.469540135153166,-1.6358659210911686,1.05480187777643,-0.27661908376719757,1.3852302242397907,-1.2605232403793958,-0.5505950383959277,-0.10243302749513265,-0.03821668143926747,-0.37656993454995535,11
2025-03-01 08:03:01,67.79,A320,0.12661235578372676,-0.20512012321148113,-0.6694357723670226,1.4243168169931233,1.410552334606497,0.3975757940535573,-1.9155649019324086,1.4303971507988478,-1.8328074517662447,0.15424464282312356,-0.2807651034618331,1.3832160425333766,-1.5694598456507642,-0.5505950383959277,-0.10243302749513265,1.0897510684830498,-0.34664132038085654,0
2025-03-01 08:07:23,66.13,A321,0.12661235578372676,-0.27894291280639133,0.6534471568727622,1.4243168169931233,-1.0540261240359556,0.8974621931910669,-1.9155649019324086,1.1299926365687676,-2.252949383873074,0.9504292928242052,-0.3084349719632229,1.369436204548736,-0.17300692592494127,-0.5994175707709565,-0.09611624216923387,-0.8197360342397388,-0.5014361268185169,11
